movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0211,Kingdom Princess,TV Series,Romance,,1998,39.0,PG-13,Italian,USA,6.1,,,2.0,97.0,False,2022-04-12,False
movie_0212,Story King,Stand-up Comedy,War,,2011,33.0,TV-Y,Hindi,UK,8.0,,,,,False,2022-12-08,False
movie_0213,Queen House,TV Series,Fantasy,,2015,44.0,PG,English,Canada,7.9,,,10.0,115.0,True,2025-03-15,False
movie_0214,Last Dragon,Stand-up Comedy,Animation,Comedy,1966,47.0,TV-Y7,English,USA,4.3,,,,,False,2024-11-12,False
movie_0215,City Warrior,Movie,Western,,2008,135.0,NC-17,English,USA,6.8,10268769.0,1769234.0,,,False,2024-02-24,False
movie_0216,Day City,Documentary,Action,,1993,85.0,G,Spanish,South Korea,8.5,,,,,False,2024-03-02,False
movie_0217,Quest Secret,Movie,Drama,,2008,93.0,TV-G,English,UK,6.9,1331293.0,136118745.0,,,False,2024-10-25,False
movie_0218,Journey Mission,Movie,Action,Documentary,1995,93.0,NC-17,English,India,6.2,8955476.0,5873907.0,,,False,2020-12-19,False
movie_0219,Bright Adventure,Movie,Comedy,,2021,102.0,NC-17,English,Canada,7.1,1852812.0,323259.0,,,True,2025-03-09,False
movie_0220,An War,TV Series,Comedy,History,2009,47.0,TV-MA,French,Germany,8.1,,,9.0,40.0,False,2022-02-21,False
movie_0221,Empire Kingdom,Documentary,Crime,,2016,46.0,TV-PG,English,USA,8.7,,,,,False,2021-06-25,False
movie_0222,Battle Phoenix,TV Series,Western,Drama,1994,329.0,TV-MA,Japanese,USA,,,,11.0,153.0,False,2020-10-30,False
movie_0223,Story Phoenix,TV Series,History,,2006,50.0,TV-G,Hindi,USA,6.3,,,,156.0,False,2020-10-22,False
movie_0224,The Princess,TV Series,Drama,,1994,62.0,R,German,USA,,,,2.0,43.0,False,2021-05-12,False
movie_0225,Our Family,Movie,Adventure,Drama,1994,119.0,PG-13,Spanish,India,7.4,13813223.0,,,,True,2023-05-16,False
movie_0226,A Dream,Stand-up Comedy,Western,,1998,67.0,TV-MA,English,USA,5.7,,,,,False,2022-03-23,False
movie_0227,Last Storm,Stand-up Comedy,Family,,2012,59.0,G,English,USA,6.8,,,,,False,2023-08-14,False
movie_0228,City Family,Movie,Family,,2015,144.0,TV-G,Korean,UK,6.4,951503.0,8854233.0,,,False,2023-06-04,True
movie_0229,Last Secret,Movie,Drama,,2003,115.0,PG-13,English,India,6.1,2856217.0,7370946.0,,,False,2024-03-04,False
movie_0230,Kingdom King,Movie,Biography,,2005,491.0,TV-14,Spanish,USA,7.2,7047373.0,7555541.0,,,False,2021-06-04,False
movie_0231,Storm Quest,Limited Series,Mystery,,2020,36.0,TV-Y,German,South Korea,7.5,,,10.0,88.0,False,2025-06-19,False
movie_0232,Kingdom War,TV Series,Sci-Fi,,2023,38.0,R,English,USA,5.5,,,14.0,42.0,False,2023-12-01,False
movie_0233,Storm Ice,Movie,History,War,2020,131.0,PG,English,USA,7.1,,5648567.0,,,False,2021-07-31,False
movie_0234,An Fire,TV Series,Horror,Music,1991,58.0,TV-Y7,Japanese,South Korea,8.5,,,,178.0,False,2021-01-11,False
movie_0235,Empire Story,Limited Series,Crime,Action,2011,45.0,G,English,USA,3.7,,,10.0,18.0,False,2022-03-06,False
movie_0236,Queen Warrior,Stand-up Comedy,Action,Animation,2006,81.0,TV-14,English,Canada,,,,,,False,2024-08-22,False
movie_0237,Legend Warrior,TV Series,Animation,,2002,24.0,PG-13,English,Japan,,,,8.0,82.0,False,2020-09-30,False
movie_0238,Bright Journey,TV Series,Adventure,,2011,46.0,PG-13,Korean,USA,8.7,,,4.0,133.0,False,2022-02-03,False
movie_0239,Kingdom Dream,Documentary,Sci-Fi,Drama,2015,79.0,G,Italian,USA,5.7,,,,,False,2022-10-17,False
movie_0240,Last House,Movie,Drama,,2022,152.0,NC-17,French,USA,,,38401267.0,,,False,2024-12-02,False
movie_0241,Dark Ice,TV Series,War,,2003,13.0,TV-14,Japanese,USA,4.9,,,10.0,90.0,False,2022-06-22,False
movie_0242,Mission Storm,Documentary,Sci-Fi,,2022,56.0,TV-14,English,USA,6.9,,,,,True,2021-06-16,False
movie_0243,New Quest,Movie,Comedy,,1997,147.0,TV-MA,Italian,USA,6.9,1340534.0,7497976.0,,,True,2022-12-11,False
movie_0244,Little City,Movie,History,,2005,563.0,TV-G,English,USA,5.0,2185872.0,141933150.0,,,False,2020-12-25,False
movie_0245,Night King,Movie,Mystery,Comedy,2010,81.0,TV-Y7,German,USA,5.5,,,,,False,2024-05-28,False
movie_0246,Empire Adventure,Documentary,Documentary,,2001,71.0,NC-17,English,UK,1.2,,,,,False,2022-10-12,False
movie_0247,Bright Princess,Documentary,Documentary,,2014,84.0,TV-PG,English,France,6.4,,,,,False,2022-07-16,True
movie_0248,Love Storm,TV Series,Mystery,,2002,17.0,TV-PG,Spanish,Japan,7.0,,,3.0,39.0,False,2024-02-13,False
movie_0249,City Storm,Documentary,War,Action,2009,67.0,TV-14,Hindi,USA,6.5,,,,,False,2025-07-14,False
movie_0250,First Ice,Limited Series,Sci-Fi,Mystery,2002,21.0,G,English,USA,2.6,,,5.0,170.0,False,2024-07-24,True
movie_0251,Queen Mystery,Limited Series,Comedy,,2013,0.0,TV-G,English,South Korea,,,,2.0,24.0,False,2021-01-16,False
movie_0252,My Quest,Movie,Romance,,1995,140.0,TV-14,Spanish,USA,6.2,135680978.0,164970469.0,,,False,2020-10-12,False
movie_0253,City Queen,Documentary,Fantasy,,2013,99.0,TV-G,Spanish,USA,,,,,,True,2020-11-04,True
movie_0254,Empire Mystery,TV Series,Drama,,2024,38.0,TV-14,English,Japan,7.1,,,3.0,84.0,False,2021-09-19,False
movie_0255,Dark Legend,Movie,Animation,Sport,2024,127.0,R,Hindi,USA,3.4,247987.0,11671074.0,,,False,2023-02-21,True
movie_0256,Kingdom War,Stand-up Comedy,Thriller,,2007,71.0,TV-14,English,USA,,,,,,False,2025-03-07,True
movie_0257,Dragon King,Movie,History,,2001,109.0,PG-13,English,Japan,6.6,3393573.0,40319055.0,,,True,2022-07-25,False
movie_0258,Adventure Love,Movie,Music,,2009,161.0,TV-PG,English,USA,8.8,1206373.0,,,,False,2021-10-29,False
movie_0259,Princess Warrior,Movie,Crime,,2004,114.0,TV-Y7,English,Canada,6.9,702469.0,25878525.0,,,True,2022-02-03,False
movie_0260,Love Love,Stand-up Comedy,Action,,2018,55.0,PG-13,French,USA,4.7,,,,,False,2023-04-29,False
movie_0261,Hero Dream,Movie,Biography,Crime,2013,88.0,G,Italian,USA,9.1,169741881.0,,,,False,2025-04-11,True
movie_0262,House Secret,Movie,Sport,,2020,127.0,TV-G,English,USA,4.8,,5863373.0,,,False,2023-02-02,False
movie_0263,Big Ice,Movie,Music,Western,1994,93.0,TV-MA,Hindi,South Korea,,3501146.0,1126300.0,,,True,2023-06-25,False
movie_0264,Our Queen,Movie,Biography,Drama,2013,121.0,PG,English,South Korea,8.4,8714072.0,35270961.0,,,False,2022-09-26,False
movie_0265,Warrior Fire,Movie,Western,,1994,98.0,G,English,USA,4.5,21557530.0,6020161.0,,,False,2020-10-07,False
movie_0266,Ice Fire,TV Series,Romance,Family,2005,59.0,TV-MA,English,Germany,4.1,,,12.0,136.0,False,2025-05-31,False
movie_0267,Our War,Stand-up Comedy,Animation,,2024,51.0,PG,Japanese,South Korea,8.3,,,,,False,2021-03-22,False
movie_0268,Quest Empire,Movie,Comedy,,2022,120.0,G,English,Japan,6.7,11481343.0,727483.0,,,False,2025-01-20,False
movie_0269,Secret Mystery,Documentary,Drama,,2012,74.0,PG-13,Italian,UK,9.8,,,,,False,2024-10-25,False
movie_0270,Secret Ice,Movie,Romance,,2020,152.0,TV-G,English,UK,0.9,389524.0,492518.0,,,False,2022-11-01,True
movie_0271,Our Mission,TV Series,Music,War,2013,66.0,PG-13,French,Japan,7.3,,,1.0,78.0,True,2020-12-04,True
movie_0272,Day Fire,Movie,Family,,2024,127.0,TV-Y,English,South Korea,6.9,4158763.0,214080071.0,,,False,2021-12-20,True
movie_0273,New Adventure,Stand-up Comedy,Adventure,,2003,54.0,TV-Y7,Italian,UK,6.1,,,,,False,2024-09-09,False
movie_0274,Story Phoenix,Stand-up Comedy,Horror,,1996,51.0,NC-17,Korean,USA,6.8,,,,,True,2024-11-11,False
movie_0275,Night City,Stand-up Comedy,Drama,,2007,67.0,TV-MA,English,USA,6.6,,,,,False,2025-05-09,False
movie_0276,Dark Storm,TV Series,Family,,1991,24.0,TV-Y,English,India,1.7,,,7.0,106.0,False,2022-02-23,False
movie_0277,An Empire,TV Series,Adventure,,1991,25.0,PG,English,USA,4.9,,,12.0,183.0,True,2025-04-04,False
movie_0278,Dragon Storm,TV Series,Documentary,,2023,63.0,TV-MA,Hindi,USA,6.6,,,9.0,50.0,False,2024-06-09,False
movie_0279,My Adventure,TV Series,War,Sport,2011,53.0,TV-Y,English,USA,6.6,,,13.0,77.0,False,2022-06-21,True
movie_0280,Legend Story,Movie,Mystery,,1995,100.0,TV-14,Italian,USA,6.7,4869656.0,523538611.0,,,False,2020-09-23,False
movie_0281,House Phoenix,Movie,Crime,,2017,115.0,PG,English,USA,6.5,,394055.0,,,False,2022-07-21,False
movie_0282,Secret Ice,Movie,Comedy,Drama,1997,90.0,TV-Y,English,USA,4.2,2199222.0,32143697.0,,,False,2024-03-05,True
movie_0283,Big Mission,Movie,History,,2009,118.0,TV-Y7,Spanish,UK,6.1,1107126.0,,,,True,2024-04-22,True
movie_0284,King Dragon,Movie,Romance,Western,1990,112.0,TV-14,English,USA,6.8,3329576.0,45321.0,,,True,2021-05-15,False
movie_0285,Dragon Dragon,Documentary,Horror,,2024,85.0,PG,English,South Korea,,,,,,False,2023-10-13,False
movie_0286,First Queen,Stand-up Comedy,Thriller,,1995,63.0,TV-Y7,Spanish,Germany,7.3,,,,,False,2022-10-03,True
movie_0287,The Adventure,TV Series,Animation,,1995,76.0,TV-Y7,Japanese,USA,2.7,,,,199.0,False,2021-12-24,False
movie_0288,Mystery Adventure,Stand-up Comedy,Music,Sci-Fi,2005,66.0,PG,German,USA,5.8,,,,,True,2021-02-24,False
movie_0289,Love City,TV Series,Action,Adventure,2007,57.0,NC-17,English,Canada,8.2,,,12.0,75.0,False,2021-05-14,True
movie_0290,Dark City,Documentary,Animation,War,1992,84.0,TV-MA,English,Germany,5.9,,,,,False,2023-03-16,False
movie_0291,Princess War,Stand-up Comedy,Romance,,2002,58.0,TV-G,English,USA,7.6,,,,,False,2024-11-06,False
movie_0292,Family Princess,Movie,Adventure,,2000,67.0,G,English,France,8.4,,35807632.0,,,False,2023-05-17,False
movie_0293,Quest Adventure,Movie,Adventure,,2009,85.0,NC-17,English,Canada,7.0,6918517.0,13786456.0,,,False,2025-01-30,False
movie_0294,King Kingdom,Movie,Horror,Western,1999,118.0,TV-MA,English,Canada,8.5,3103842.0,1012901.0,,,False,2025-05-01,False
movie_0295,Little Dragon,TV Series,Fantasy,History,2011,50.0,G,English,USA,5.2,,,2.0,27.0,False,2020-11-06,False
movie_0296,Ice Mystery,Movie,Documentary,,2011,102.0,PG,French,USA,7.5,2650811.0,,,,False,2024-11-01,False
movie_0297,Secret Mission,Documentary,Thriller,,1995,99.0,NC-17,English,USA,4.8,,,,,False,2022-11-02,False
movie_0298,City Dream,Movie,Adventure,,2014,121.0,PG-13,Korean,USA,6.9,2411775.0,4770765.0,,,True,2021-02-08,False
movie_0299,Quest Mystery,TV Series,Biography,,1986,36.0,R,French,Japan,7.4,,,3.0,54.0,True,2022-12-15,True
movie_0300,House War,Movie,Sci-Fi,,2024,155.0,NC-17,English,USA,6.9,,,,,False,2021-02-25,False
movie_0301,Fire Battle,Movie,Horror,,1991,108.0,TV-Y7,Japanese,USA,5.6,902788.0,27378941.0,,,False,2024-11-20,False
movie_0302,Bright Battle,Movie,Drama,,1997,105.0,TV-MA,English,USA,,5521994.0,,,,False,2021-09-06,False
movie_0303,Quest Princess,Movie,History,Western,1990,132.0,TV-Y,Japanese,USA,6.3,27892159.0,12209704.0,,,False,2022-04-28,True
movie_0304,Dragon Warrior,Movie,History,Horror,2011,122.0,NC-17,Hindi,USA,6.3,13039164.0,51016239.0,,,True,2023-06-05,False
movie_0305,Legend House,Movie,Adventure,Fantasy,1984,113.0,TV-MA,English,Japan,,,53455628.0,,,True,2021-06-14,False
movie_0306,Warrior House,TV Series,Comedy,,2009,45.0,G,English,UK,,,,1.0,83.0,False,2021-10-02,False
movie_0307,Dark Ice,Stand-up Comedy,Crime,,2023,48.0,TV-Y,Italian,India,10.0,,,,,False,2024-03-02,False
movie_0308,Old Dragon,Documentary,Western,,2010,86.0,PG-13,Korean,Canada,3.2,,,,,False,2023-10-30,False
movie_0309,War Legend,Movie,Sci-Fi,,2006,151.0,TV-PG,English,USA,7.3,809242.0,69363028.0,,,False,2023-11-03,True
movie_0310,Legend Ice,Limited Series,Family,War,2003,32.0,R,English,USA,6.3,,,14.0,86.0,False,2021-01-24,False
movie_0311,War Empire,Stand-up Comedy,Adventure,,1993,72.0,TV-MA,English,USA,3.9,,,,,True,2023-01-16,False
movie_0312,King Legend,TV Series,Romance,,2019,64.0,PG,English,UK,7.4,,,,192.0,True,2022-11-24,True
movie_0313,Quest Love,TV Series,Adventure,War,2004,9.0,NC-17,English,Canada,0.5,,,,124.0,False,2023-10-24,False
movie_0314,Adventure Princess,Movie,Sci-Fi,,2023,113.0,PG,English,India,,4061469.0,9300295.0,,,False,2024-11-01,False
movie_0315,Big Hero,Stand-up Comedy,Mystery,Fantasy,1997,51.0,R,English,Canada,7.9,,,,,True,2021-02-05,False
movie_0316,Mystery Kingdom,Movie,History,,2018,119.0,NC-17,Hindi,USA,6.8,,,,,False,2024-03-25,False
movie_0317,Mystery Love,Movie,Drama,,1996,87.0,TV-Y,French,South Korea,8.6,,544577.0,,,True,2025-03-25,True
movie_0318,Mission Day,Movie,Crime,,1994,117.0,TV-Y,English,USA,5.5,1807059.0,57074574.0,,,False,2021-05-12,False
movie_0319,My Journey,Movie,Crime,,1990,121.0,TV-Y7,Japanese,South Korea,5.3,,5454814.0,,,True,2021-04-06,True
movie_0320,Fire Queen,Movie,Documentary,,1991,101.0,R,English,USA,5.3,9012419.0,,,,False,2021-08-02,False
movie_0321,First Family,Stand-up Comedy,Comedy,,2014,534.0,TV-MA,English,Germany,,,,,,False,2024-03-24,True
movie_0322,Day Night,Movie,Western,,2015,109.0,PG,Spanish,USA,6.2,18695365.0,255722052.0,,,True,2022-07-30,False
movie_0323,Little City,Movie,Adventure,Mystery,2011,145.0,NC-17,English,Canada,4.4,183679.0,150842229.0,,,False,2022-11-09,True
movie_0324,Phoenix Dragon,Documentary,Fantasy,,1994,66.0,PG,English,Canada,6.9,,,,,False,2021-01-02,True
movie_0325,Dream Family,Stand-up Comedy,Sport,,2011,64.0,TV-14,Hindi,Canada,4.8,,,,,False,2025-07-31,False
movie_0326,Our Queen,Movie,Family,,2018,98.0,TV-MA,English,South Korea,4.8,,,,,False,2023-02-12,False
movie_0327,The Storm,TV Series,History,Drama,2005,48.0,G,English,USA,7.4,,,2.0,164.0,False,2021-10-05,False
movie_0328,Mystery Day,Documentary,Horror,Family,2024,46.0,TV-Y7,Italian,USA,9.3,,,,,False,2021-04-15,False
movie_0329,Battle Phoenix,Stand-up Comedy,Documentary,,2021,49.0,TV-Y7,English,USA,6.6,,,,,False,2025-07-25,True
movie_0330,Legend King,Documentary,Biography,,2010,71.0,PG,English,UK,9.5,,,,,False,2023-12-06,False
movie_0331,A Quest,TV Series,Family,,2018,36.0,PG,Italian,UK,,,,3.0,138.0,True,2020-12-01,False
movie_0332,Queen Dream,Stand-up Comedy,Fantasy,Crime,1997,75.0,TV-Y7,Spanish,USA,6.5,,,,,True,2023-07-11,False
movie_0333,The Dream,Movie,Action,,2019,72.0,TV-14,Korean,USA,8.0,3004314.0,,,,True,2020-11-09,False
movie_0334,Story Warrior,Limited Series,Comedy,,1998,39.0,TV-14,Hindi,India,6.2,,,13.0,31.0,False,2022-10-31,False
movie_0335,Quest Mission,TV Series,Crime,,2016,27.0,TV-14,Japanese,South Korea,,,,,149.0,False,2022-12-28,False
movie_0336,Queen Warrior,Movie,Comedy,,2006,183.0,G,English,UK,7.8,1807604.0,71561859.0,,,True,2021-02-09,False
movie_0337,Storm Dream,TV Series,Documentary,,2014,31.0,TV-Y7,French,USA,5.9,,,7.0,199.0,True,2024-08-12,False
movie_0338,Old Mission,Movie,Romance,Sci-Fi,2004,106.0,NC-17,English,Canada,4.7,262233.0,90979995.0,,,True,2022-01-24,False
movie_0339,Big Empire,Movie,Fantasy,Sport,1961,106.0,PG-13,Spanish,Japan,7.5,945058.0,,,,False,2024-10-19,False
movie_0340,Mission Quest,Movie,Documentary,,2010,124.0,TV-Y,English,USA,6.3,1398006.0,,,,True,2020-12-14,False
movie_0341,Battle Ice,TV Series,Western,,2005,64.0,NC-17,English,USA,6.3,,,,8.0,False,2024-02-18,True
movie_0342,Adventure Story,Movie,Biography,,2001,103.0,TV-Y7,English,USA,7.4,1502147.0,123063274.0,,,False,2023-07-03,False
movie_0343,Legend Mission,Movie,Animation,,2022,119.0,PG-13,English,USA,,,42547797.0,,,False,2023-01-19,False
movie_0344,Mystery Fire,Movie,Thriller,,2017,110.0,PG,English,South Korea,5.1,6458405.0,2367644.0,,,False,2022-09-26,True
movie_0345,Dark Secret,TV Series,Fantasy,,2001,64.0,NC-17,English,USA,7.5,,,3.0,146.0,False,2023-02-19,False
movie_0346,House City,TV Series,Animation,Sci-Fi,2008,30.0,TV-PG,English,South Korea,6.6,,,2.0,50.0,False,2023-01-02,False
movie_0347,Story Warrior,TV Series,Comedy,Family,1996,51.0,NC-17,French,USA,4.9,,,9.0,168.0,True,2021-05-23,False
movie_0348,Quest Adventure,TV Series,Sport,Family,2024,43.0,TV-PG,Spanish,USA,6.4,,,13.0,123.0,True,2025-01-10,False
movie_0349,Fire King,Documentary,Romance,,2018,101.0,PG,English,USA,7.3,,,,,False,2023-03-27,True
movie_0350,Dragon Hero,Movie,History,Family,2020,91.0,G,English,South Korea,8.0,16253067.0,,,,False,2021-08-19,True
movie_0351,Family Story,TV Series,Family,,2018,28.0,TV-Y,English,USA,,,,2.0,191.0,True,2020-09-11,False
movie_0352,New Kingdom,Documentary,Thriller,,2022,54.0,TV-Y,Japanese,USA,6.1,,,,,False,2024-03-23,False
movie_0353,Quest Hero,Limited Series,Action,Adventure,2009,437.0,NC-17,Italian,USA,5.5,,,7.0,19.0,False,2020-08-21,False
movie_0354,New Adventure,Documentary,Adventure,Thriller,2010,85.0,G,Spanish,USA,7.0,,,,,False,2021-01-20,False
movie_0355,Dream Dream,Limited Series,Family,Crime,2019,65.0,R,English,USA,5.9,,,4.0,177.0,False,2024-07-24,False
movie_0356,Love Empire,TV Series,Music,History,1999,43.0,TV-PG,Korean,USA,7.9,,,14.0,67.0,False,2023-07-28,False
movie_0357,Our Queen,Movie,Crime,,2006,115.0,TV-Y,English,USA,6.6,1750267.0,,,,False,2025-06-22,False
movie_0358,Legend Secret,TV Series,Drama,,1992,37.0,TV-MA,English,Japan,9.0,,,4.0,148.0,False,2025-04-21,False
movie_0359,Quest Hero,Movie,Biography,,1973,103.0,TV-14,Korean,USA,,22962132.0,124272260.0,,,False,2025-06-13,True
movie_0360,Fire Night,TV Series,Comedy,Adventure,1953,52.0,TV-14,English,USA,4.0,,,2.0,116.0,False,2022-12-14,True
movie_0361,War Adventure,Movie,Drama,,2022,22.0,TV-MA,English,USA,6.8,,,,,True,2022-06-04,False
movie_0362,Bright Phoenix,Documentary,Drama,,2021,84.0,TV-Y,English,UK,7.9,,,,,True,2023-05-09,False
movie_0363,Night Secret,Movie,Animation,,1990,150.0,PG,German,USA,,9373108.0,1233608.0,,,False,2022-02-11,False
movie_0364,Princess House,Movie,Thriller,,2009,95.0,TV-Y7,English,USA,7.9,19537616.0,4193030.0,,,True,2020-11-02,False
movie_0365,First Quest,TV Series,Action,Mystery,2011,70.0,NC-17,English,USA,7.3,,,,170.0,False,2025-06-30,True
movie_0366,War Dragon,Limited Series,Crime,Family,2001,24.0,TV-14,English,Canada,8.2,,,10.0,185.0,False,2024-07-19,False
movie_0367,Storm Secret,Movie,Drama,,1991,92.0,TV-MA,English,USA,4.7,6921573.0,,,,False,2022-11-29,True
movie_0368,The Empire,Movie,Western,Fantasy,2018,95.0,TV-PG,French,Canada,6.1,29387509.0,,,,True,2021-05-17,False
movie_0369,Big Ice,Documentary,Family,Adventure,2008,58.0,TV-Y,Hindi,Japan,5.9,,,,,False,2023-05-08,False
movie_0370,Princess Quest,Movie,Music,Thriller,2015,87.0,PG-13,Spanish,USA,,1373809.0,,,,False,2021-09-16,False
movie_0371,King Love,TV Series,Biography,Drama,2017,46.0,TV-PG,Hindi,South Korea,6.3,,,1.0,168.0,True,2025-07-23,False
movie_0372,Love Fire,Movie,Documentary,,2022,93.0,TV-Y7,English,South Korea,9.5,3882573.0,,,,False,2023-02-04,False
movie_0373,Queen Journey,TV Series,War,,2001,51.0,TV-MA,Spanish,South Korea,5.5,,,7.0,147.0,False,2021-06-17,False
movie_0374,The Story,Movie,Adventure,,2023,104.0,TV-14,English,USA,7.5,766474.0,7301565.0,,,False,2024-03-05,True
movie_0375,Last Kingdom,Movie,Fantasy,Animation,2019,129.0,TV-Y7,Japanese,Canada,7.3,11990701.0,,,,False,2021-03-15,False
movie_0376,City Legend,Movie,Family,Animation,2021,106.0,TV-PG,English,USA,7.6,102041972.0,,,,False,2023-06-21,False
movie_0377,Ice Journey,Movie,Animation,,2016,105.0,NC-17,Japanese,USA,5.6,4268594.0,3435870.0,,,False,2024-10-10,False
movie_0378,Quest Family,Stand-up Comedy,Sport,,2005,42.0,TV-PG,English,USA,,,,,,False,2025-02-28,False
movie_0379,Our Battle,TV Series,Horror,,2007,41.0,TV-G,Japanese,South Korea,,,,13.0,164.0,False,2021-03-23,False
movie_0380,House Dragon,Stand-up Comedy,Animation,,2015,66.0,PG-13,Hindi,USA,8.2,,,,,True,2023-06-17,False
movie_0381,Dragon Princess,Movie,Biography,Sport,2023,116.0,TV-G,English,Germany,6.2,8059992.0,1032562.0,,,False,2021-11-26,False
movie_0382,Love Empire,Documentary,War,War,2012,66.0,TV-G,English,Canada,5.5,,,,,False,2021-10-10,True
movie_0383,Day City,TV Series,Crime,,2022,42.0,G,English,USA,5.7,,,6.0,89.0,False,2023-09-28,False
movie_0384,Night Adventure,Stand-up Comedy,Music,Thriller,2013,42.0,G,English,USA,8.8,,,,,True,2022-02-27,False
movie_0385,Little Journey,Documentary,Family,Animation,2020,72.0,TV-Y7,English,USA,7.1,,,,,False,2025-02-27,False
movie_0386,Hero Hero,Stand-up Comedy,War,Adventure,2015,42.0,PG,English,USA,8.6,,,,,False,2020-10-11,False
movie_0387,Night King,Movie,Animation,,2024,90.0,TV-14,English,India,,,,,,False,2025-06-09,True
movie_0388,An Mission,Documentary,Animation,Thriller,1994,35.0,TV-G,Spanish,USA,2.0,,,,,False,2024-07-29,False
movie_0389,Last Mission,Movie,History,Western,2023,122.0,TV-14,German,Canada,8.7,17655990.0,7400330.0,,,False,2023-03-20,True
movie_0390,Old Night,Movie,Fantasy,Sci-Fi,2004,94.0,TV-Y7,Spanish,USA,2.7,1231347.0,2483539.0,,,False,2024-07-05,False
movie_0391,Night Night,Stand-up Comedy,Crime,Biography,2006,87.0,TV-PG,French,USA,1.2,,,,,True,2021-04-22,False
movie_0392,Hero City,TV Series,Adventure,,2010,49.0,PG-13,French,USA,8.9,,,8.0,101.0,False,2024-09-26,True
movie_0393,A Storm,Stand-up Comedy,Sci-Fi,,1999,57.0,TV-MA,English,South Korea,7.7,,,,,False,2020-12-07,False
movie_0394,Dark Kingdom,TV Series,Adventure,,2014,26.0,R,Spanish,South Korea,6.1,,,6.0,97.0,True,2023-12-17,False
movie_0395,Princess Queen,Stand-up Comedy,Family,Drama,2022,36.0,NC-17,English,USA,,,,,,False,2024-04-04,False
movie_0396,Storm Night,Movie,War,,2003,120.0,PG-13,English,USA,7.2,282251.0,4665806.0,,,False,2023-08-15,False
movie_0397,Legend Adventure,Stand-up Comedy,Sci-Fi,,2016,72.0,G,Spanish,USA,6.0,,,,,False,2022-01-18,True
movie_0398,Hero Story,Movie,Animation,,1997,101.0,R,English,South Korea,5.5,20876719.0,,,,False,2023-09-28,False
movie_0399,Our Ice,Documentary,Horror,,1996,87.0,TV-Y7,French,USA,6.8,,,,,False,2021-12-16,False
movie_0400,Night Queen,Movie,Action,,2002,73.0,TV-MA,Korean,UK,,179175.0,28601135.0,,,False,2024-05-29,False
movie_0401,Queen War,Movie,Family,Action,2022,159.0,TV-Y,English,USA,5.5,1612758.0,,,,False,2022-06-29,False
movie_0402,Fire Dream,Stand-up Comedy,Romance,,2005,41.0,NC-17,German,Canada,7.1,,,,,False,2023-04-05,False
movie_0403,Legend Legend,Movie,History,,1992,106.0,R,Japanese,USA,2.0,,309036948.0,,,True,2022-01-07,False
movie_0404,Family Story,TV Series,War,,1990,53.0,TV-14,Korean,India,7.2,,,2.0,53.0,True,2020-09-21,False
movie_0405,Old Ice,Documentary,Biography,Crime,2006,44.0,R,English,South Korea,6.9,,,,,False,2021-08-27,False
movie_0406,Mystery Empire,Movie,Adventure,,2015,95.0,G,English,UK,7.2,3408376.0,,,,True,2023-07-14,False
movie_0407,Phoenix Adventure,Stand-up Comedy,Action,,1954,48.0,TV-PG,English,USA,6.4,,,,,True,2021-09-14,True
movie_0408,Adventure Love,Stand-up Comedy,Music,,2008,43.0,R,English,Canada,7.8,,,,,False,2023-10-20,True
movie_0409,Mystery Storm,Documentary,Fantasy,Drama,2020,99.0,TV-14,English,USA,7.8,,,,,False,2023-04-18,True
movie_0410,Last Battle,Movie,Drama,,2022,586.0,TV-14,English,USA,5.4,28133203.0,146383638.0,,,False,2024-04-24,False
movie_0411,Dream Dream,Movie,Music,Romance,2013,126.0,TV-Y,Japanese,USA,,,5867475.0,,,False,2025-03-15,True
movie_0412,Princess Adventure,Limited Series,Comedy,,1996,68.0,TV-G,Spanish,USA,3.8,,,9.0,132.0,False,2025-01-13,False
movie_0413,Legend Day,Movie,Family,Family,2006,80.0,TV-Y,Hindi,UK,3.5,11692054.0,4330263.0,,,False,2022-10-29,False
movie_0414,Adventure Queen,TV Series,Documentary,Drama,1999,42.0,G,English,Germany,7.4,,,13.0,141.0,True,2025-07-19,False
movie_0415,Last Quest,Documentary,Horror,Biography,1993,71.0,PG-13,English,UK,5.0,,,,,True,2025-03-24,False
movie_0416,A Mystery,Stand-up Comedy,Mystery,,1992,45.0,R,Spanish,USA,9.1,,,,,False,2021-06-11,False
movie_0417,Dragon Day,Documentary,Western,,2011,91.0,PG-13,English,USA,5.4,,,,,False,2023-06-07,False
movie_0418,Big Story,Movie,Western,,2020,146.0,TV-14,English,UK,5.8,2059746.0,,,,False,2020-10-15,False
movie_0419,New Fire,TV Series,Fantasy,,1993,65.0,TV-14,Spanish,India,5.2,,,8.0,98.0,False,2025-01-03,False
movie_0420,War Hero,Stand-up Comedy,Western,,1990,53.0,PG,Spanish,South Korea,6.8,,,,,False,2023-09-04,False
movie_0421,Legend Love,Documentary,War,,1997,66.0,PG,English,USA,5.2,,,,,False,2025-05-30,False
movie_0422,City Night,TV Series,Family,,2021,46.0,PG-13,Hindi,Germany,5.8,,,5.0,129.0,False,2022-12-20,False
movie_0423,Our Night,Movie,Biography,,2005,143.0,TV-PG,English,USA,3.4,1053266.0,178690590.0,,,False,2022-11-05,False
