search_id,user_id,search_query,search_date,results_returned,clicked_result_position,device_type,search_duration_seconds,had_typo,used_filters,location_country
search_007612,user_01365,thriller series,2025-03-27,40,9,Tablet,9.2,False,False,Canada
search_007613,user_08339,classic movies,2024-05-11,58,6,Tablet,28.6,False,False,USA
search_007614,user_00209,horror movies,2024-09-16,57,9,Smart TV,5.6,False,True,USA
search_007615,user_05276,halloween movies,2024-02-22,76,,Tablet,,False,False,USA
search_007616,user_00619,travel documentaries,2024-08-24,28,,Mobile,11.8,False,False,USA
search_007617,user_09074,romantic comedies,2024-08-13,37,7,Smart TV,15.0,False,True,USA
search_007618,user_07746,stand up comedy,2024-02-17,85,,Mobile,3.4,False,True,USA
search_007619,user_09086,classic movies,2025-08-12,47,,Mobile,11.5,False,True,USA
search_007620,user_01656,horror movies,2024-10-06,71,,Mobile,,False,True,Canada
search_007621,user_02907,drama series,2025-11-20,17,,Smart TV,14.4,False,False,USA
search_007622,user_00862,music documentaries,2024-11-03,44,5,Laptop,40.8,False,True,Canada
search_007623,user_08686,cooking shows,2025-08-26,53,2,Tablet,39.8,False,False,Canada
search_007624,user_03023,true crime,2025-04-12,74,1,Smart TV,24.3,False,False,USA
search_007625,user_04565,biographies,2025-05-25,39,5,Mobile,6.0,False,False,USA
search_007626,user_06596,cooking shows,2025-07-13,6,,Tablet,6.6,True,False,USA
search_007627,user_08730,true crime,2024-04-08,1,4,Mobile,24.0,False,True,USA
search_007628,user_02104,family movies,2025-03-29,6,8,Smart TV,72.3,False,False,USA
search_007629,user_06218,comedy shows,2024-03-30,32,,Laptop,7.2,False,False,USA
search_007630,user_09751,thriller series,2024-07-20,26,,Smart TV,8.2,True,False,USA
search_007631,user_06197,comedy shows,2025-05-27,7,4,Tablet,3.8,False,True,Canada
search_007632,user_09771,new releases,2025-01-18,63,,Laptop,14.3,True,False,USA
search_007633,user_09143,new releases,2024-07-01,84,3,Laptop,60.1,False,False,USA
search_007634,user_08340,stand up comedy,2024-03-02,34,8,Smart TV,20.3,True,True,USA
search_007635,user_04193,sci-fi,2024-07-14,61,6,Smart TV,22.7,False,False,USA
search_007636,user_04939,war movies,2024-03-08,66,10,Tablet,47.3,False,False,USA
search_007637,user_06789,travel documentaries,2025-07-28,73,4,Tablet,16.9,False,False,USA
search_007638,user_07379,korean drama,2024-05-30,61,4,Smart TV,9.7,True,True,USA
search_007639,user_06238,sci-fi,2024-10-19,93,2,Laptop,35.8,False,False,USA
search_007640,user_08293,family movies,2024-03-27,47,,Mobile,6.3,False,False,Canada
search_007641,user_02750,new releases,2024-09-30,97,,Laptop,35.9,False,True,USA
search_007642,user_01210,animated shows,2024-12-29,63,,Mobile,24.9,True,True,USA
search_007643,user_01234,award winning documentaries,2024-09-11,60,9,Laptop,35.5,False,False,USA
search_007644,user_09603,netflix originals,2025-08-27,18,9,Tablet,13.2,False,True,USA
search_007645,user_05834,classic movies,2025-11-28,62,,Mobile,10.1,True,False,USA
search_007646,user_00422,superhero movies,2024-11-20,16,,Laptop,23.8,False,False,Canada
search_007647,user_05448,korean drama,2025-01-15,76,,Mobile,25.3,True,False,USA
search_007648,user_02129,family movies,2024-01-08,18,7,Tablet,12.8,False,False,Canada
search_007649,user_05253,horror movies,2024-12-15,95,,Smart TV,27.2,True,False,USA
search_007650,user_05732,cooking shows,2024-09-05,14,,Laptop,13.4,False,False,USA
search_007651,user_09940,korean drama,2024-03-31,25,5,Laptop,5.8,False,True,USA
search_007652,user_01481,music documentaries,2024-08-15,84,,Mobile,4.2,True,True,USA
search_007653,user_02073,stand up comedy,2025-05-13,9,,Laptop,32.8,False,False,Canada
search_007654,user_08106,classic movies,2025-02-08,34,,Laptop,5.7,True,False,USA
search_007655,user_01945,travel documentaries,2025-03-31,22,,Tablet,61.7,False,False,USA
search_007656,user_03192,comedy shows,2024-05-17,92,5,Laptop,15.1,False,False,USA
search_007657,user_05452,travel documentaries,2024-08-19,43,10,Laptop,10.7,False,False,USA
search_007658,user_00398,war movies,2024-06-05,86,,Tablet,10.2,False,False,USA
search_007659,user_02382,trending now,2024-10-22,49,,Tablet,20.6,False,False,USA
search_007660,user_02252,new releases,2024-01-15,51,,Mobile,49.1,False,False,Canada
search_007661,user_09195,horror movies,2024-06-20,93,,Smart TV,7.1,True,True,USA
search_007662,user_06025,comedy shows,2024-06-06,11,5,Smart TV,,False,False,USA
search_007663,user_04461,horror movies,2024-02-04,92,,Smart TV,29.2,False,False,Canada
search_007664,user_02244,stand up comedy,2024-08-05,50,,Smart TV,9.1,False,False,USA
search_007665,user_06773,stand up comedy,2024-01-01,24,7,Smart TV,29.2,True,False,Canada
search_007666,user_00556,classic movies,2024-04-14,8,1,Laptop,35.3,False,False,USA
search_007667,user_00840,cooking shows,2024-05-26,98,,Mobile,42.1,False,False,USA
search_007668,user_03937,superhero movies,2024-12-26,81,3,Tablet,14.5,False,False,Canada
search_007669,user_08161,series with only one season,2025-10-23,13,9,Mobile,3.9,False,True,USA
search_007670,user_07738,action movies,2025-09-09,24,,Laptop,7.7,False,False,Canada
search_007671,user_07203,netflix originals,2025-11-07,70,,Laptop,2.2,False,False,Canada
search_007672,user_02788,war movies,2025-07-31,36,,Smart TV,34.5,False,False,Canada
search_007673,user_01846,korean drama,2024-11-20,14,2,Mobile,10.1,False,True,USA
search_007674,user_00469,best movies 2024,2024-06-09,1,,Tablet,9.8,False,True,Canada
search_007675,user_00784,war movies,2025-05-22,94,2,Smart TV,36.1,False,True,Canada
search_007676,user_07744,romantic comedies,2024-07-18,61,9,Tablet,25.0,False,True,USA
search_007677,user_05806,true crime,2025-06-12,51,9,Laptop,52.0,False,False,USA
search_007678,user_03966,drama series,2025-10-26,49,8,Laptop,18.1,False,True,USA
search_007679,user_07897,animated shows,2025-05-14,5,7,Laptop,15.0,True,False,USA
search_007680,user_06013,comedy shows,2025-03-28,70,,Laptop,19.5,False,False,Canada
search_007681,user_08875,netflix originals,2025-03-17,5,,Tablet,23.6,False,False,USA
search_007682,user_08859,stand up comedy,2024-04-27,17,,Mobile,10.7,False,False,Canada
search_007683,user_05557,family movies,2024-08-10,34,,Smart TV,59.3,False,True,USA
search_007684,user_06462,trending now,2024-04-13,51,1,Smart TV,22.1,False,False,Canada
search_007685,user_05852,travel documentaries,2024-01-25,65,6,Laptop,10.8,False,False,Canada
search_007686,user_00159,romantic comedies,2025-08-18,97,3,Mobile,3.1,True,False,USA
search_007687,user_03867,war movies,2025-08-30,70,2,Mobile,11.0,False,True,Canada
search_007688,user_07960,thriller series,2025-07-05,2,,Tablet,13.7,False,False,USA
search_007689,user_07444,action movies,2024-10-23,19,7,Tablet,35.0,False,True,USA
search_007690,user_01753,christmas movies,2025-01-08,81,,Tablet,24.9,False,False,USA
search_007691,user_04713,music documentaries,2025-04-19,2,,Smart TV,4.2,False,False,USA
search_007692,user_02104,animated shows,2024-12-17,60,6,Smart TV,40.4,False,False,USA
search_007693,user_06844,trending now,2025-08-08,77,,Smart TV,32.3,False,False,Canada
search_007694,user_00506,music documentaries,2025-05-01,23,8,Laptop,29.0,False,False,USA
search_007695,user_03029,cooking shows,2025-04-24,64,9,Tablet,6.0,False,False,USA
search_007696,user_02977,sci-fi,2025-06-07,96,6,Tablet,37.4,False,False,Canada
search_007697,user_09893,true crime,2024-08-18,0,1,Smart TV,14.4,True,False,USA
search_007698,user_05924,new releases,2025-01-22,82,9,Mobile,5.2,False,True,USA
search_007699,user_05205,war movies,2024-04-09,46,7,Smart TV,22.9,True,False,USA
search_007700,user_05906,music documentaries,2025-08-29,99,10,Mobile,4.6,False,True,USA
search_007701,user_03694,stand up comedy,2024-09-29,63,7,Tablet,16.4,False,False,Canada
search_007702,user_07087,netflix originals,2024-09-04,54,,Laptop,42.7,True,False,Canada
search_007703,user_06620,action movies,2025-02-07,48,4,Mobile,8.7,False,False,USA
search_007704,user_05879,comedy shows,2025-12-07,82,,Tablet,18.9,False,False,Canada
search_007705,user_07896,superhero movies,2025-12-04,25,3,Laptop,34.5,False,True,USA
search_007706,user_03923,korean drama,2025-08-23,59,3,Tablet,27.1,False,True,USA
search_007707,user_04985,drama series,2025-03-27,88,,Laptop,9.7,False,False,USA
search_007708,user_03392,cooking shows,2025-12-20,56,,Smart TV,3.9,False,True,USA
search_007709,user_05097,war movies,2024-11-01,97,,Smart TV,5.4,False,True,USA
search_007710,user_00510,horror movies,2024-11-28,19,,Tablet,16.4,False,True,USA
search_007711,user_07650,shows with strong female leads,2025-10-20,55,5,Smart TV,11.0,False,False,USA
search_007712,user_08200,halloween movies,2025-07-16,26,,Mobile,20.6,False,False,USA
search_007713,user_07056,travel documentaries,2025-04-29,17,7,Mobile,44.6,True,False,USA
search_007714,user_05667,award winning documentaries,2024-10-17,54,10,Mobile,3.2,False,False,USA
search_007715,user_06081,stand up comedy,2025-01-29,14,,Tablet,46.9,False,False,USA
search_007716,user_08463,romantic comedies,2024-08-27,20,1,Laptop,3.6,True,False,USA
search_007717,user_02089,documentaries,2025-02-07,87,,Mobile,8.3,True,False,USA
search_007718,user_05369,drama series,2024-04-25,97,8,Mobile,9.0,False,False,USA
search_007719,user_08080,war movies,2025-10-08,97,,Mobile,13.8,False,False,USA
search_007720,user_01642,music documentaries,2025-10-06,76,,Laptop,12.7,True,False,USA
search_007721,user_03314,halloween movies,2025-03-25,38,,Smart TV,31.5,False,False,USA
search_007722,user_08542,biographies,2024-10-22,71,,Laptop,2.5,False,False,USA
search_007723,user_01509,true crime,2024-03-07,76,8,Smart TV,37.3,False,False,USA
search_007724,user_07945,comedy shows,2024-02-18,2,1,Tablet,7.6,True,False,Canada
search_007725,user_07195,biographies,2024-06-30,96,,Tablet,23.6,False,False,USA
search_007726,user_03932,korean drama,2025-12-30,12,,Tablet,33.8,False,False,USA
search_007727,user_04931,travel documentaries,2025-10-19,63,7,Smart TV,15.2,False,True,USA
search_007728,user_08239,new releases,2024-05-08,86,,Smart TV,9.1,False,False,USA
search_007729,user_06033,cooking shows,2024-05-26,84,,Laptop,14.1,False,False,USA
search_007730,user_04562,sci-fi,2024-02-03,88,,Smart TV,,False,True,USA
search_007731,user_00708,action movies,2024-04-30,36,10,Laptop,13.0,False,False,USA
search_007732,user_04900,superhero movies,2025-09-24,46,4,Mobile,4.4,False,False,USA
search_007733,user_03199,animated shows,2025-04-08,2,,Smart TV,29.3,False,True,Canada
search_007734,user_09051,netflix originals,2024-03-04,24,,Tablet,36.2,False,False,USA
search_007735,user_03745,new releases,2024-09-28,59,4,Smart TV,,False,False,USA
search_007736,user_03745,travel documentaries,2024-09-01,12,,Tablet,4.3,False,False,USA
search_007737,user_08740,family movies,2025-12-03,49,1,Tablet,10.8,False,False,USA
search_007738,user_07753,true crime,2025-12-31,42,9,Tablet,14.6,False,False,USA
search_007739,user_03600,christmas movies,2024-09-19,37,1,Smart TV,12.0,False,False,USA
search_007740,user_04087,drama series,2025-03-22,53,3,Mobile,30.6,False,False,USA
search_007741,user_02651,cooking shows,2025-05-07,49,7,Laptop,32.4,False,True,USA
search_007742,user_08686,war movies,2024-08-23,73,,Laptop,36.3,False,True,Canada
search_007743,user_03877,horror movies,2025-02-12,86,10,Laptop,4.4,False,True,USA
search_007744,user_02132,christmas movies,2025-06-05,56,,Smart TV,29.4,False,False,USA
search_007745,user_01647,halloween movies,2025-06-17,6,,Mobile,14.7,False,False,USA
search_007746,user_01012,shows with strong female leads,2024-04-03,22,,Tablet,35.8,False,False,Canada
search_007747,user_04471,music documentaries,2025-01-26,2,,Laptop,22.0,False,True,Canada
search_007748,user_04704,documentaries,2024-07-07,22,5,Mobile,18.0,False,False,Canada
search_007749,user_07732,thriller series,2024-05-22,18,,Laptop,45.0,False,True,USA
search_007750,user_03216,new releases,2025-02-03,67,,Tablet,7.7,False,False,USA
search_007751,user_06869,classic movies,2025-08-04,47,,Tablet,5.2,False,False,USA
search_007752,user_06749,drama series,2024-01-22,18,,Mobile,4.4,False,True,USA
search_007753,user_02925,animated shows,2024-09-12,88,,Laptop,26.1,False,False,USA
search_007754,user_06129,christmas movies,2025-12-01,49,,Tablet,7.6,False,False,USA
search_007755,user_09877,new releases,2025-09-06,28,,Smart TV,29.3,False,True,USA
search_007756,user_01555,drama series,2024-06-04,71,2,Laptop,28.8,False,False,USA
search_007757,user_06852,drama series,2024-10-17,31,6,Smart TV,,False,True,USA
search_007758,user_03054,thriller series,2025-12-24,16,7,Tablet,14.0,False,False,USA
search_007759,user_07596,family movies,2024-08-21,89,,Mobile,,False,False,Canada
search_007760,user_01639,sci-fi,2025-07-05,45,,Mobile,37.0,False,False,USA
search_007761,user_06347,sci-fi,2024-04-21,11,1,Smart TV,39.6,False,True,USA
search_007762,user_09797,documentaries,2025-03-25,79,2,Laptop,7.8,False,False,Canada
search_007763,user_09952,music documentaries,2025-03-02,28,3,Mobile,,False,False,Canada
search_007764,user_04509,action movies,2024-02-12,18,4,Mobile,25.6,False,True,USA
search_007765,user_04290,biographies,2025-05-27,71,4,Laptop,13.6,False,False,Canada
search_007766,user_06410,netflix originals,2025-12-05,93,,Tablet,7.8,True,False,USA
search_007767,user_04076,superhero movies,2024-06-03,100,,Mobile,14.1,False,False,USA
search_007768,user_08415,romantic comedies,2024-04-10,20,9,Smart TV,44.8,False,False,USA
search_007769,user_08328,comedy shows,2025-11-20,2,4,Mobile,,False,False,USA
search_007770,user_07926,action movies,2025-07-02,81,10,Tablet,22.3,True,False,USA
search_007771,user_03786,superhero movies,2024-09-30,75,,Smart TV,4.8,False,True,Canada
search_007772,user_04313,animated shows,2025-10-07,71,,Smart TV,11.7,False,False,Canada
search_007773,user_04563,family movies,2024-01-02,51,7,Laptop,28.4,False,False,Canada
search_007774,user_02445,horror movies,2024-04-16,45,7,Mobile,6.7,True,False,USA
search_007775,user_09930,classic movies,2024-05-31,60,5,Smart TV,20.6,False,True,USA
search_007776,user_03037,christmas movies,2025-05-08,40,7,Tablet,31.3,False,True,Canada
search_007777,user_09149,classic movies,2024-09-22,83,5,Mobile,15.5,False,False,USA
search_007778,user_02589,superhero movies,2025-02-21,56,4,Tablet,5.8,False,False,Canada
search_007779,user_05647,action movies,2024-07-22,75,4,Mobile,25.8,False,True,USA
search_007780,user_02505,superhero movies,2024-03-17,63,1,Laptop,21.6,False,False,USA
search_007781,user_02232,halloween movies,2025-11-20,53,,Smart TV,26.4,False,False,USA
search_007782,user_00970,travel documentaries,2024-03-17,14,6,Mobile,28.3,False,False,USA
search_007783,user_09216,documentaries,2025-10-22,74,,Smart TV,35.0,True,False,USA
search_007784,user_03328,thriller series,2025-06-21,17,6,Laptop,26.3,False,False,Canada
search_007785,user_09381,comedy shows,2024-06-25,45,3,Smart TV,7.7,False,True,USA
search_007786,user_06158,new releases,2025-04-24,94,,Mobile,27.5,False,False,USA
search_007787,user_07063,netflix originals,2025-02-14,97,,Mobile,26.4,False,False,USA
search_007788,user_00736,cooking shows,2024-01-31,18,1,Tablet,2.7,False,True,USA
search_007789,user_04884,classic movies,2024-12-18,4,4,Smart TV,34.8,False,False,USA
search_007790,user_03517,new releases,2025-12-25,55,,Mobile,9.5,False,True,USA
search_007791,user_01420,series with only one season,2025-12-07,36,,Smart TV,12.4,False,False,Canada
search_007792,user_03008,thriller series,2024-07-27,42,,Smart TV,50.5,False,True,USA
search_007793,user_05346,korean drama,2025-04-16,40,1,Tablet,27.1,False,True,USA
search_007794,user_00935,romantic comedies,2024-07-03,70,2,Smart TV,19.0,False,True,USA
search_007795,user_01512,comedy shows,2024-12-13,63,9,Smart TV,57.0,False,False,Canada
search_007796,user_05216,stand up comedy,2025-02-27,69,1,Tablet,31.1,False,False,USA
search_007797,user_08964,netflix originals,2025-05-06,70,4,Mobile,36.4,False,False,USA
search_007798,user_03186,war movies,2024-03-10,4,,Smart TV,11.1,False,True,Canada
search_007799,user_04988,drama series,2025-06-24,68,7,Tablet,14.7,False,False,USA
search_007800,user_02056,cooking shows,2024-06-25,76,4,Tablet,18.6,False,False,USA
search_007801,user_04155,travel documentaries,2024-03-04,73,,Mobile,33.2,False,True,Canada
search_007802,user_04007,war movies,2025-11-22,75,,Mobile,7.8,False,True,USA
search_007803,user_02105,movies based on true stories,2025-08-10,34,,Mobile,16.7,False,False,USA
search_007804,user_08474,korean drama,2024-08-23,86,7,Mobile,3.3,True,False,USA
search_007805,user_08522,movies based on true stories,2024-02-16,56,8,Smart TV,33.6,False,False,Canada
search_007806,user_09924,comedy shows,2024-05-22,59,,Tablet,4.0,False,False,USA
search_007807,user_08828,cooking shows,2025-08-20,37,,Smart TV,14.6,False,True,USA
search_007808,user_05813,war movies,2024-01-14,94,,Laptop,8.0,False,False,USA
search_007809,user_04358,travel documentaries,2024-11-30,76,3,Mobile,10.1,False,False,USA
search_007810,user_00025,halloween movies,2024-06-15,25,,Tablet,7.8,False,False,USA
search_007811,user_09359,movies like stranger things,2025-10-07,25,3,Tablet,16.2,False,False,USA
search_007812,user_04337,christmas movies,2024-04-29,19,5,Laptop,25.0,False,False,USA
search_007813,user_07989,korean drama,2025-03-22,28,,Tablet,,False,False,USA
search_007814,user_08788,documentaries,2025-04-20,26,,Laptop,13.0,False,False,USA
search_007815,user_04876,documentaries,2025-12-18,66,,Laptop,20.8,True,False,USA
search_007816,user_09915,biographies,2025-10-14,51,,Tablet,22.7,False,False,Canada
search_007817,user_07293,sci-fi,2024-01-10,59,,Smart TV,1.0,True,True,Canada
search_007818,user_08723,halloween movies,2025-08-09,91,8,Tablet,9.1,False,True,USA
search_007819,user_06722,classic movies,2025-04-13,41,,Tablet,7.1,True,False,Canada
search_007820,user_06383,documentaries,2024-01-21,69,4,Smart TV,4.7,False,True,USA
search_007821,user_03896,family movies,2024-01-08,32,,Laptop,9.6,True,False,USA
search_007822,user_09550,superhero movies,2025-10-23,75,,Laptop,11.4,False,False,Canada
search_007823,user_03831,halloween movies,2025-04-17,19,4,Tablet,43.3,False,True,Canada
search_007824,user_00841,classic movies,2024-05-10,24,8,Smart TV,6.4,False,False,USA
search_007825,user_01137,cooking shows,2025-06-07,58,,Smart TV,28.2,False,False,USA
search_007826,user_06578,horror movies,2025-03-04,42,,Smart TV,30.3,False,False,USA
search_007827,user_00704,classic movies,2025-04-30,90,5,Tablet,28.0,False,False,USA
search_007828,user_08741,war movies,2024-11-26,14,10,Smart TV,25.8,False,True,USA
search_007829,user_09953,drama series,2024-06-20,32,,Mobile,11.7,True,False,USA
search_007830,user_09085,christmas movies,2025-05-07,22,,Tablet,22.2,False,False,USA
search_007831,user_04251,short episodes under 30 minutes,2024-11-22,100,9,Laptop,22.6,False,False,Canada
search_007832,user_02890,true crime,2024-02-19,62,8,Mobile,20.0,False,False,USA
search_007833,user_07684,best movies 2024,2025-07-30,24,9,Smart TV,10.6,False,False,Canada
search_007834,user_04953,netflix originals,2025-09-21,41,,Tablet,10.6,False,True,USA
search_007835,user_09107,trending now,2025-06-28,46,4,Mobile,6.0,False,False,USA
search_007836,user_09683,new releases,2025-06-24,1,,Tablet,71.4,False,False,USA
search_007837,user_02061,trending now,2024-05-23,7,,Smart TV,7.9,False,False,USA
search_007838,user_03582,animated shows,2025-11-06,29,4,Smart TV,4.9,False,False,USA
search_007839,user_05055,halloween movies,2024-06-01,88,6,Tablet,22.7,False,False,USA
search_007840,user_07950,comedy shows,2024-04-16,51,,Laptop,6.1,False,False,USA
search_007841,user_05350,animated shows,2025-06-19,6,10,Laptop,19.9,False,False,USA
search_007842,user_05078,stand up comedy,2024-10-13,22,,Laptop,30.6,False,False,Canada
search_007843,user_03025,music documentaries,2024-10-22,67,,Mobile,2.1,False,False,Canada
search_007844,user_09435,trending now,2024-03-11,36,,Mobile,68.3,False,False,USA
search_007845,user_04856,netflix originals,2024-09-19,24,8,Smart TV,12.1,False,True,USA
search_007846,user_01722,netflix originals,2025-01-08,78,,Laptop,33.6,True,True,USA
search_007847,user_08882,romantic comedies,2025-11-18,36,,Tablet,6.6,False,False,USA
search_007848,user_02396,korean drama,2024-06-19,19,,Mobile,9.7,True,True,USA
search_007849,user_09229,true crime,2024-07-07,63,,Tablet,63.4,True,False,Canada
search_007850,user_09504,stand up comedy,2024-09-29,16,,Mobile,18.9,False,False,USA
search_007851,user_07483,war movies,2025-06-02,0,1,Tablet,42.8,False,False,USA
search_007852,user_03566,travel documentaries,2025-06-20,43,8,Smart TV,24.0,False,False,USA
search_007853,user_07388,horror movies,2024-12-22,47,10,Laptop,10.9,False,False,USA
search_007854,user_07167,romantic comedies,2024-07-19,62,,Smart TV,6.0,False,True,USA
search_007855,user_05270,war movies,2024-01-22,58,4,Tablet,62.9,False,False,Canada
search_007856,user_00381,trending now,2024-02-22,10,,Tablet,42.8,False,False,USA
search_007857,user_02574,cooking shows,2025-01-06,80,,Mobile,25.2,False,False,USA
search_007858,user_00583,new releases,2024-10-02,15,4,Mobile,40.4,False,False,USA
search_007859,user_01731,netflix originals,2025-06-09,44,,Mobile,,False,False,Canada
search_007860,user_02318,superhero movies,2024-06-12,20,,Mobile,1.4,False,False,Canada
search_007861,user_05304,cooking shows,2024-12-23,18,,Mobile,21.2,False,False,USA
search_007862,user_00764,superhero movies,2024-05-09,43,,Mobile,8.3,False,False,USA
search_007863,user_08851,netflix originals,2024-03-15,57,,Mobile,17.8,False,True,Canada
search_007864,user_09607,music documentaries,2025-03-11,85,,Tablet,20.0,False,False,USA
search_007865,user_08445,action movies,2025-07-28,2,8,Smart TV,12.4,False,True,USA
search_007866,user_02694,sci-fi,2024-11-18,56,,Mobile,7.1,False,False,USA
search_007867,user_05366,cooking shows,2024-07-16,67,,Tablet,8.1,True,False,Canada
search_007868,user_03800,christmas movies,2024-12-12,86,,Smart TV,10.9,True,False,Canada
search_007869,user_02487,series with only one season,2024-11-04,51,6,Laptop,10.6,False,True,USA
search_007870,user_02214,action movies,2024-04-26,76,,Smart TV,30.7,False,False,USA
search_007871,user_02378,superhero movies,2025-10-13,4,4,Laptop,1.0,False,False,Canada
search_007872,user_09988,series with only one season,2025-04-04,46,,Laptop,8.2,True,True,USA
search_007873,user_03956,true crime,2024-12-28,51,,Tablet,14.2,True,False,Canada
search_007874,user_04322,animated shows,2025-05-17,1,,Smart TV,15.5,False,False,Canada
search_007875,user_05185,documentaries,2025-09-01,11,,Laptop,,False,False,USA
search_007876,user_08335,halloween movies,2024-08-24,60,,Tablet,10.1,True,True,USA
search_007877,user_09486,halloween movies,2024-06-27,100,5,Smart TV,2.0,False,False,Canada
search_007878,user_07490,new releases,2024-01-24,42,,Mobile,41.9,False,True,Canada
search_007879,user_06852,korean drama,2025-05-25,46,9,Tablet,13.3,False,False,USA
search_007880,user_04102,new releases,2025-01-01,62,9,Smart TV,27.8,False,False,USA
search_007881,user_01087,music documentaries,2025-05-19,36,,Tablet,32.5,True,False,Canada
search_007882,user_01819,netflix originals,2025-05-27,100,,Laptop,27.0,False,False,USA
search_007883,user_06645,classic movies,2025-03-06,45,10,Mobile,21.6,False,False,USA
search_007884,user_02420,new releases,2025-12-09,85,1,Tablet,7.5,False,False,USA
search_007885,user_01605,romantic comedies,2025-10-16,46,10,Laptop,20.2,False,False,USA
search_007886,user_03144,stand up comedy,2025-03-05,42,3,Smart TV,13.6,False,True,Canada
search_007887,user_00281,war movies,2025-09-11,58,2,Laptop,21.8,False,False,USA
search_007888,user_06682,family movies,2024-12-19,56,,Tablet,29.3,False,False,USA
search_007889,user_07787,romantic comedies,2024-07-13,77,10,Mobile,23.9,False,False,Canada
search_007890,user_06743,family movies,2025-10-31,67,,Mobile,29.1,False,False,Canada
search_007891,user_08644,action movies,2024-09-07,71,,Smart TV,17.9,True,False,Canada
search_007892,user_01640,animated shows,2024-01-14,3,3,Laptop,11.0,False,False,USA
search_007893,user_04894,netflix originals,2025-01-17,15,1,Mobile,10.4,False,True,Canada
search_007894,user_02611,christmas movies,2025-08-17,9,1,Smart TV,15.1,False,False,Canada
search_007895,user_02283,halloween movies,2025-08-04,55,,Mobile,4.8,False,False,USA
search_007896,user_04344,family movies,2024-03-08,40,5,Mobile,12.0,False,False,Canada
search_007897,user_03010,war movies,2024-05-29,73,1,Laptop,0.9,False,False,Canada
search_007898,user_08542,music documentaries,2024-12-26,34,1,Laptop,,False,True,Canada
search_007899,user_07173,cooking shows,2024-06-16,2,,Tablet,12.2,False,False,USA
search_007900,user_09572,animated shows,2024-12-01,47,,Laptop,24.5,True,False,USA
search_007901,user_00802,superhero movies,2025-12-20,48,7,Mobile,4.7,False,False,USA
search_007902,user_03284,sci-fi,2024-11-07,69,6,Tablet,4.6,False,False,USA
search_007903,user_08330,trending now,2025-05-28,73,7,Mobile,21.9,True,True,USA
search_007904,user_08901,christmas movies,2025-02-19,33,7,Mobile,7.7,True,False,USA
search_007905,user_00801,cooking shows,2025-07-09,19,7,Tablet,20.5,False,False,Canada
search_007906,user_07002,movies based on true stories,2024-01-13,83,,Tablet,5.1,False,False,Canada
search_007907,user_05658,music documentaries,2025-02-06,96,2,Tablet,21.3,False,False,USA
search_007908,user_00468,horror movies,2025-08-20,35,,Smart TV,5.3,True,True,Canada
search_007909,user_00757,trending now,2025-07-23,40,,Tablet,12.1,True,False,USA
search_007910,user_00704,drama series,2024-07-20,5,,Laptop,14.6,False,False,USA
search_007911,user_03651,new releases,2024-09-17,100,,Laptop,17.4,True,False,USA
search_007912,user_03610,halloween movies,2024-11-19,47,,Mobile,29.6,True,False,USA
search_007913,user_00701,superhero movies,2025-09-26,87,10,Tablet,17.6,False,False,USA
search_007914,user_09938,sci-fi,2025-12-28,91,10,Laptop,31.9,False,False,USA
search_007915,user_01441,trending now,2024-03-15,72,7,Laptop,11.7,False,False,USA
search_007916,user_06146,halloween movies,2025-07-13,74,,Laptop,19.0,False,True,USA
search_007917,user_03886,romantic comedies,2024-06-12,47,,Smart TV,15.0,False,False,USA
search_007918,user_06032,trending now,2024-03-10,61,,Tablet,4.7,False,False,USA
search_007919,user_02940,thriller series,2025-11-01,72,,Mobile,3.3,False,False,USA
search_007920,user_09924,series with only one season,2024-02-22,22,5,Laptop,8.3,False,False,Canada
search_007921,user_03058,new releases,2024-08-29,96,,Laptop,25.5,True,False,USA
search_007922,user_09117,netflix originals,2024-12-01,64,6,Tablet,29.3,False,False,USA
search_007923,user_06793,christmas movies,2024-08-11,48,,Smart TV,11.4,False,False,USA
search_007924,user_04557,christmas movies,2024-11-14,42,10,Smart TV,11.0,False,True,USA
search_007925,user_04508,classic movies,2024-01-11,13,4,Mobile,35.0,False,True,Canada
search_007926,user_01557,short episodes under 30 minutes,2025-07-01,9,1,Smart TV,34.5,False,False,USA
search_007927,user_07224,classic movies,2024-06-09,52,,Laptop,8.8,False,False,USA
search_007928,user_04833,trending now,2024-08-02,23,,Laptop,15.1,False,False,USA
search_007929,user_06620,christmas movies,2025-05-06,89,3,Mobile,,False,False,USA
search_007930,user_05522,sci-fi,2025-02-15,45,,Smart TV,20.8,False,True,USA
search_007931,user_00912,comedy shows,2025-07-01,47,,Tablet,3.4,False,False,USA
search_007932,user_03540,best movies 2024,2024-07-31,18,8,Mobile,11.4,True,False,USA
search_007933,user_07079,cooking shows,2024-11-28,30,,Tablet,39.6,True,True,USA
search_007934,user_04951,travel documentaries,2025-01-20,42,,Tablet,16.8,False,False,Canada
search_007935,user_08342,comedy shows,2024-09-26,87,6,Laptop,5.6,False,False,USA
search_007936,user_07201,music documentaries,2024-11-28,93,,Mobile,14.1,False,False,Canada
search_007937,user_00997,cooking shows,2024-11-14,11,,Laptop,93.9,False,False,Canada
search_007938,user_04519,stand up comedy,2024-05-16,39,4,Mobile,41.5,False,False,Canada
search_007939,user_03039,romantic comedies,2025-07-23,53,3,Mobile,16.1,False,True,USA
search_007940,user_06388,trending now,2025-10-06,47,,Tablet,34.1,False,True,Canada
